value,count
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:586,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:587,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:588,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:589,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:590,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:591,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:592,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:593,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:594,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:595,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:596,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:597,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:598,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:599,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:600,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:601,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:602,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:603,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:604,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:605,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:606,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:607,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:608,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:609,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:610,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:611,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:612,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:613,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:614,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:615,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:616,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:617,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:618,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:619,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:620,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:621,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:622,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:623,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:624,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:625,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:626,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:627,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:628,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:629,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:630,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:631,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:632,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:633,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:634,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:635,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:636,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:637,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:638,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:639,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:640,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:641,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:642,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:643,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:644,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:645,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:646,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:647,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:648,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:649,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:650,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:651,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:652,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:653,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:654,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:655,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:656,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:657,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:658,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:659,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:660,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:661,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:662,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:663,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:664,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:665,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:666,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:667,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:668,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:669,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:670,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:671,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:672,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:673,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:674,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:675,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:676,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:677,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:678,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:679,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:680,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:681,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:682,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:683,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:684,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:685,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:686,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:687,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:688,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:689,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:690,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:691,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:692,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:693,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:694,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:695,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:696,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:697,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:698,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:699,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:700,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:701,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:703,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:704,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:705,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:706,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:707,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:708,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:709,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:710,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:711,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:712,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:713,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:714,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:715,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:716,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:717,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:718,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:719,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:720,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:721,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:722,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:724,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:725,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:726,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:727,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:728,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:729,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:730,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:731,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:732,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:733,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:734,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:735,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:736,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:737,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:738,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:739,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:740,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:741,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:742,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:743,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:744,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:745,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:746,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:747,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:748,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:749,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:750,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:751,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:752,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:753,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:754,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:755,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:756,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:757,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:758,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:759,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:760,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:761,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:762,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:763,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:764,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:765,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:766,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:767,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:768,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:769,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:770,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:771,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:772,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:773,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:774,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:775,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:776,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:777,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:778,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:779,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:780,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:781,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:782,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:783,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:784,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:785,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:786,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:787,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:788,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:789,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:790,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:791,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:792,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:793,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:794,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:795,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:796,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:797,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:798,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:36,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:37,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:38,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:39,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:40,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:41,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:42,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:43,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:44,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:45,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:46,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:47,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:48,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:49,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:50,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:51,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:52,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:53,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:54,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:55,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:56,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:57,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:58,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:59,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:60,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:61,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:62,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:63,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:64,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:65,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:66,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:67,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:68,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:69,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:70,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:71,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:72,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:73,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:74,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:75,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:76,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:77,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:78,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:79,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:80,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:81,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:82,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:83,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:84,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:85,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:86,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:87,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:88,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:89,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:90,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:91,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:92,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:93,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:94,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:95,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:96,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:97,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:98,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:99,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:100,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:101,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:102,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:103,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:104,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:105,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:106,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:107,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:108,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:109,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:110,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:111,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:112,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:113,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:114,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:115,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:116,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:117,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:118,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:119,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:120,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:121,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:122,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:123,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:124,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:125,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:126,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:127,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:128,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:129,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:130,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:131,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:132,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:133,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:134,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:135,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:136,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:137,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:138,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:139,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:140,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:141,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:142,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:143,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:144,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:145,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:146,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:147,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:148,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:149,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:150,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:151,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:152,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:153,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:154,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:155,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:156,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:157,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:158,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:159,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:160,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:161,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:162,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:163,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:164,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:165,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:166,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:167,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:168,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:169,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:170,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:171,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:172,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:173,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:174,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:175,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:176,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:177,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:178,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:179,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:180,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:181,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:182,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:183,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:184,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:185,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:186,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:187,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:188,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:189,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:190,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:191,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:192,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:193,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:194,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:195,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:196,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:197,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:198,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:199,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:200,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:201,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:202,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:203,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:204,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:205,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:206,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:207,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:208,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:209,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:210,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:211,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:212,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:213,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:214,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:702,1
NT=Oxidation; MT=Variable; TA=M;AC=UNIMOD:723,1
NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable,1
NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable,1
NT=Oxidation; MT=variable; PP=Anywhere;AC=Unimod:35; TA=M; MM= 15.994915; CF=O,1
NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable,1
NT=Oxidation;TA=M;MT=variable;AC=UNIMOD:35,1
NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable,1
